UrlName	Name	LastUpdated	OSType	BasedOn	Origin	Architecture	Desktop	Category	Status	Popularity	Description
blackarch	BlackArch Linux	2024-03-08 06:06 UTC	Linux	arch	USA	x86_64	Xfce	Live Medium;Security;Forensics 	Active	153 (53 hits per day)	BlackArch Linux is an Arch Linux-based distribution designed for penetration testers and security researchers. It is supplied as a live DVD image that comes with several lightweight window managers, including Fluxbox, Openbox, Awesome and spectrwm. It ships with over a thousand specialist tools for penetration testing and forensic analysis.
risc	RISC OS	2024-04-27 12:28 UTC	Other OS	independent	United Kingdom	armhf	Pinboard	Raspberry Pi 	Active	154 (53 hits per day)	RISC OS is a computer operating system originally designed by Acorn Computers Ltd in Cambridge, England in 1987. RISC OS was specifically designed to run on the ARM chipset, which Acorn had designed concurrently for use in its new line of Archimedes personal computers. It takes its name from the RISC (reduced instruction set computing) architecture supported. Fast, compact and efficient, RISC OS is developed and tested by a loyal community of developers and users. RISC OS is not a version of Linux, nor is it in any way related to Windows, and it has a number of unique features and aspects to its design.
slitaz	SliTaz GNU/Linux	2024-05-01 17:20 UTC	Linux	independent	Switzerland	armel;i386;x86_64	Openbox	Desktop;From RAM;Live Medium;Old Computers;Raspberry Pi 	Active	155 (53 hits per day)	SliTaz GNU/Linux is a mini distribution and live CD designed to run speedily on hardware with 256 MB of RAM. SliTaz uses BusyBox, a recent Linux kernel and GNU software. It boots with Syslinux and provides more than 200 Linux commands, the lighttpd web server, SQLite database, rescue tools, IRC client, SSH client and server powered by Dropbear, X window system, JWM (Joe's Window Manager), gFTP, Geany IDE, Mozilla Firefox, AlsaPlayer, GParted, a sound file editor and more. The SliTaz ISO image fits on a less than 30 MB media and takes just 80 MB of hard disk space.
opensuse	openSUSE	2024-05-01 19:20 UTC	Linux	independent	Germany	aarch64;armhf;i686;ppc64;ppc64el;s390x;x86_64	Cinnamon;Enlightenment;GNOME;IceWM;KDE Plasma;LXDE;LXQt;MATE;Xfce	Desktop;Immutable;Server;Live Medium;Raspberry Pi 	Active	11 (741 hits per day)	The openSUSE project is a community program sponsored by SUSE Linux and other companies. Promoting the use of Linux everywhere, this program provides free, easy access to openSUSE, a complete Linux distribution. The openSUSE project has three main goals: make openSUSE the easiest Linux for anyone to obtain and the most widely used Linux distribution; leverage open source collaboration to make openSUSE the world's most usable Linux distribution and desktop environment for new and experienced Linux users; dramatically simplify and open the development and packaging processes to make openSUSE the platform of choice for Linux developers and software vendors.
opnsense	OPNsense	2024-02-02 02:44 UTC	BSD	freebsd	Netherlands	x86_64	No Desktop;WebUI	Firewall;Live Medium 	Active	157 (51 hits per day)	OPNsense is a FreeBSD-based specialist operating system (and a fork of pfSense) designed for firewalls and routers. It is developed by Deciso B.V. in the Netherlands. Some of the features of OPNsense include forward caching proxy, traffic shaping, intrusion detection, two-factor authentication and easy OpenVPN client setup. The project's focus on security brings a number of unique features, such as the option to use LibreSSL instead of OpenSSL (selectable in the GUI). OPNsense also includes an update mechanism that delivers important security updates in a timely fashion.
ubuntukylin	Ubuntu Kylin	2024-04-27 10:43 UTC	Linux	debian;ubuntu	China	aarch64;x86_64	UKUI	Desktop;Live Medium 	Active	158 (51 hits per day)	Ubuntu Kylin is an official Ubuntu flavour whose primary goal is to create a variant of Ubuntu optimised for Chinese users (using the Simplified Chinese writing system), although it also supports other languages. The default desktop is called UKUI (Universal Kylin User Interface) which is based on MATE desktop and is developed with the Qt toolkit. UKUI strives to adhere to the friendly-and-simple design concept. The distribution also includes more than 20 applications developed in-house, including Kylin Assistant, Kylin Video, Kylin Screenshots and Software Center.
legacy	Legacy OS	2024-02-07 00:44 UTC	Linux	debian;antix	Australia	x86_64	IceWM	Desktop;Live Medium;Old Computers 	Active	159 (50 hits per day)	Legacy OS (formerly TEENpup Linux) is a distribution based on antiX (prior to 2023 the distribution was based on Puppy Linux). Although the original concept was to create a flavour of Puppy Linux with more applications and a more appealing desktop aimed at teenage users, Legacy OS has now grown to become a general purpose distribution. It comes with a large number of applications, browser plugins and media codecs as standard software. Each new release of Legacy OS is about providing a lot of software which will work smoothly on older computers (about a decade in age).
ovios	OviOS Linux	2024-04-09 19:51 UTC	Linux	independent	Canada	x86_64	No Desktop	Server 	Active	160 (50 hits per day)	"OviOS Linux is an independent, storage OS which combines open source technologies to provide a dedicated, performance-oriented storage system. The goal is to keep OviOS Linux a pure storage, appliance-like OS. It targets users and admins who need a stable out-of-the-box iSCSI, NFS, SMB and FTP server. The distribution features a special command line shell called ""ovios shell"" which strives to simplify system management."
pentoo	Pentoo	2024-02-02 02:44 UTC	Linux	gentoo	Switzerland	i686;x86_64	Xfce	Forensics;Live Medium;Security 	Active	161 (49 hits per day)	Pentoo is a Gentoo-based Linux live CD with a selection of applications and tools designed to perform penetration testing.
snal	Snal Linux	2024-04-24 03:00 UTC	Linux	arch	USA	x86_64	i3	Docker;From RAM;Live Medium;Rescue 	Active	162 (49 hits per day)	Snal Linux is a small Linux distribution based on Arch Linux. It features the i3 window manager and it includes the Firefox web browser, as well as a handful of network and filesystem utilities. It is intended to be used as a live image to troubleshoot hard disk, system and network problems.
freespire	Freespire	2024-02-02 02:44 UTC	Linux	debian;ubuntu	USA	x86_64	Xfce	Desktop 	Active	163 (48 hits per day)	Freespire was once a community-run Linux distribution sponsored by Linspire. Freespire was discontinued in 2008. Starting in 2017 Freespire became a free operating system based on Ubuntu and run by PC/OpenSystems LLC. Freespire features the Xfce desktop environment.
parabola	Parabola GNU/Linux-libre	2024-02-02 02:44 UTC	Linux	arch	Chile	armv7;i686;x86_64	Blackbox;Fluxbox;GNOME;IceWM;KDE;LXDE;MATE;Openbox;WMaker;Xfce	Desktop;Free Software;Server 	Active	164 (48 hits per day)	"Parabola GNU/Linux-libre is an unofficial ""libre"" variant of Arch Linux. It aims to provide a fully free (as in freedom) distribution based on the packages of the Arch Linux project, with packages optimised for i686 and x86_64 processors. The goal is to give the users complete control over their systems with 100% ""libre"" software. Parabola GNU/Linux-libre is listed by the Free Software Foundation (FSF) as a fully free software distribution. Besides a standard installation CD image, the project also provides a live/rescue DVD image with MATE as the default desktop environment."
salix	Salix	2024-02-02 02:44 UTC	Linux	slackware	Europe	i586;i686;x86_64	Xfce	Desktop;Live Medium 	Active	165 (48 hits per day)	Salix is a Slackware-based Linux distribution that is simple, fast, easy to use and compatible with Slackware Linux. Optimised for desktop use, Salix OS features one application per task, custom package repositories, advanced package management with dependency support, localised system administration tools and innovative artwork.
hellosystem	helloSystem	2024-02-02 02:44 UTC	BSD	freebsd	Global	x86_64	helloDesktop	Desktop;Live Medium 	Active	166 (47 hits per day)	helloSystem is a FreeBSD-based, desktop-oriented operating system. The project seeks to provide a macOS-style desktop interface and layout while using open source software. 
cbpp	Crunchbangplusplus	2024-02-02 02:44 UTC	Linux	debian	USA	i686;x86_64	Openbox	Desktop;Live Medium 	Active	167 (46 hits per day)	Crunchbangplusplus, a continuation of CrunchBang Linux which was discontinued in 2015, is a minimalist distribution based on the latest stable Debian release while featuring the lightweight Openbox window manager. It is available for both i686 and x86_64 processor architectures.
skolelinux	Debian Edu/Skolelinux	2024-02-02 02:44 UTC	Linux	debian	Norway	i386;x86_64	Cinnamon;GNOME;KDE;LXDE;LXQt;MATE;Xfce	Desktop;Education;Thin Client 	Active	168 (46 hits per day)	Debian Edu/Skolelinux is the Debian-edu's Debian Pure Blend distribution. It is aiming to provide an out-of-the-box localised environment tailored for schools and universities. The out-of-the-box environment comes with 75 applications aimed at schools, as well as 17 network services pre-configured for a school environment. The simple, three-question installation requires minimal technical knowledge. Skolelinux is Debian, which means, among other things, that there are no license costs or worries, and that upgrade and maintenance of the software can be done over the Internet with the power of Debian's apt-get. The core goals of Skolelinux are localisation and ease of system administration.
funtoo	Funtoo Linux	2024-05-01 01:40 UTC	Linux	gentoo	USA	aarch64;armhf;i686;x86_64	AfterStep;Blackbox;Cinnamon;Fluxbox;GNOME;IceWM;KDE Plasma;LXDE;LXQt;Openbox;WMaker;Xfce	Desktop;Server;Source-based 	Active	169 (46 hits per day)	Funtoo Linux is a Gentoo-based distribution developed by Daniel Robbins (the founder and former project leader of Gentoo Linux) and a core team of developers, built around a basic vision of improving the core technologies in Gentoo Linux. Funtoo Linux features native UTF-8 support enabled by default, a git-based, distributed Portage tree and Funtoo overlay, an enhanced Portage with more compact mini-manifest tree, automated imports of new Gentoo changes every 12 hours, GPT/GUID boot support and streamlined boot configuration, enhanced network configuration, up-to-date stable and current Funtoo stages - all built using Funtoo's Metro build tool.
liveraizo	Live Raizo	2024-03-13 13:11 UTC	Linux	debian	France	x86_64	Fluxbox	Live Medium;Specialist 	Active	170 (46 hits per day)	Live Raizo is a live distribution based on Debian to experiment with system administration on simulated networks and real devices. It contains simulators of networks and systems (GNS3, QEmu, Docker, VPCS) and also Debian virtual machines already integrated into GNS3. Live Raizo also includes tools to interact with real devices: minicom, Putty, Wireshark, as well as DHCP, DNS, FTP, TFTP and SSH servers. The project can optionally be installed to a hard drive.
wmlive	Window Maker Live	2024-02-02 02:44 UTC	Linux	debian	Spain	i386;x86_64	WMaker	Desktop;Live Medium 	Active	171 (46 hits per day)	Window Maker Live is a Debian-based Linux distribution that applies the Window Maker window manager as the default graphical user interface and integrates well-known open-source components in an attractive and usable user interface. The distribution includes integrated GNOME components, as well as the Firefox web browser and the Thunderbird mail client both of which are enhanced with essential productivity add-ons.
batocera	Batocera.linux	2024-02-02 02:44 UTC	Linux	independent	France	aarch64;armhf;i686;x86_64	Openbox	Gaming;Live Medium;Multimedia 	Active	172 (45 hits per day)	Batocera.linux is a minimal distribution dedicated to running retrogaming software. The distribution is able to run on most desktop computers, laptops and several single-board computers, including the Raspberry Pi. batocera.linux can be run from a USB thumb drive or SD card, allowing it to be transferred between computers. batocera.linux is based on RecalboxOS.
t2	T2 SDE	2024-04-30 20:20 UTC	Linux	rock	Germany	aarch64;alpha;armel;ia64;loongarch64;mipsel;mips64;m68k;nios2;powerpc;powerpc64;riscv;riscv64;s390x;sparc64;superh;x86;x86_64	AfterStep;Awesome;Blackbox;Enlightenment;Fluxbox;GNOME;IceWM;KDE;LXDE;Openbox;WMaker;Xfce	Source-based 	Active	173 (45 hits per day)	T2 is an open-source system development environment (or distribution build kit if you are more familiar with that term). T2 allows the creation of custom distributions with bleeding-edge technology. Currently, the Linux kernel is normally used, but the project is expanding to Hurd, OpenDarwin and OpenBSD. T2 started as a community driven fork from the ROCK Linux Project with the aim to create a decentralised development and a clean framework for spin-off projects and customised distributions.
guixsd	Guix System	2024-02-02 02:44 UTC	Linux	independent	France	i686;x86_64	Awseome;Enlightenment;GNOME;i3;MATE;Openbox;Ratpoison;Xfce	Education;Free Software;Live Medium 	Active	174 (44 hits per day)	Guix System (formerly Guix System Distribution, or GuixSD) is a Linux-based, stateless operating system that is built around the GNU Guix package manager. The operating system provides advanced package management features such as transactional upgrades and roll-backs, reproducible build environments, unprivileged package management, and per-user profiles. It uses low-level mechanisms from the Nix package manager, but packages are defined as native Guile modules, using extensions to the Scheme language.
3cx	3CX Phone System	2024-02-02 02:44 UTC	Linux	debian	Cyprus	x86_64	No desktop	Telephony 	Active	175 (43 hits per day)	3CX Phone System is a specialist, Debian-based Linux distribution designed to run a complete unified communications platform. The 3CX client, included in the distribution, can also be installed separately on most hardware as well as the cloud. It provides a complete open standards-based IP PBX and phone system that works with popular SIP trunks and IP phones. It will automatically configure all supported peripherals and it also comes with clients for Windows, OS X, iOS and Android. The ISO image includes a free license for the 3CX PBX edition. The ISO image contains the standard Debian installer which installs a minimal system with the nginx web server, PostgreSQL database, iptables firewall and Secure Shell. Options not relevant to 3CX have been removed from the distribution.
elive	Elive	2024-03-02 07:53 UTC	Linux	debian	Belgium	i486;x86_64	Enlightenment	Live Medium 	Active	176 (43 hits per day)	"Elive, or Enlightenment live CD, is a Debian-based desktop Linux distribution and live CD featuring the Enlightenment window manager. Besides being pre-configured and ready for daily desktop use, it also includes ""Elpanel"" - a control centre for easy system and desktop administration."
drparted	Dr.Parted Live	2024-05-01 11:08 UTC	Linux	debian	Global	x86_64	Openbox	Data Rescue;Forensics;Live Medium;Specialist 	Active	177 (42 hits per day)	Dr.Parted Live is a bootable GNU/Linux distribution based on Debian Testing. It is a live CD/USB featuring a lightweight Openbox window manager and useful applications for data backup, restore and recovery.
bsdrp	BSD Router Project	2024-03-28 13:20 UTC	BSD	freebsd	France	i386;x86_64	No Desktop	Firewall;Router 	Active	178 (41 hits per day)	BSD Router Project (BSDRP) is an embedded free and open-source router distribution based on FreeBSD with Quagga (a software routing suite) and BIRD (an open-source implementation for routing Internet Protocol packets). Unlike other embedded networking tools, BSDRP focuses exclusively on routing packets and not on advanced firewall techniques. Additional functionality can be added to the operating system via FreeBSD's ports collection.
kaisen	Kaisen Linux	2024-02-02 02:44 UTC	Linux	debian	France	x86_64	KDE Plasma;LXQt;MATE;Xfce	Data Rescue;Desktop;Live Medium;Specialist 	Active	179 (41 hits per day)	Kaisen Linux is a rolling release, Debian-based desktop distribution. The project aims to be useful for IT professionals and includes a set of tools for system administration which can be used for diagnosing and dealing with faults or failures of an installed system and its components. Kaisen Linux is available in multiple desktop editions.
bicom	Bicom Systems	2024-02-02 02:44 UTC	Linux	gentoo	France	i386	No Desktop;WebUI	Server;Telephony 	Active	180 (40 hits per day)	Bicom Systems' PBXware is a Gentoo-based single-purpose distribution that serves as a telephony platform. It supports a wide range of PSTN and VoIP technologies. Creation of enhanced voicemail, ACD queues, IVR auto attendants, conference bridges, music on hold, least-cost routing, national and global voice networks are all deployable as a single unit or redundant network.
edubuntu	Edubuntu	2024-04-27 00:20 UTC	Linux	debian;ubuntu	Isle of Man	x86_64	GNOME	Education;Live Medium 	Active	181 (40 hits per day)	Edubuntu is a partner project of Ubuntu, a distribution suitable for classroom use. The aim is that an educator with limited technical knowledge and skill will be able to set up a computer lab, or establish an on-line learning environment, in an hour or less, and then administer that environment without having to become a fully-fledged Linux geek.
bedrock	Bedrock Linux	2024-04-22 18:08 UTC	Linux	independent	USA	aarch64;armv7;i386;mips64;mipsel;ppc;ppc64;s390x;x86_64	No Desktop	Specialist 	Active	183 (39 hits per day)	Bedrock Linux is a meta Linux distribution which allows users to utilize features from other, typically mutually exclusive distributions. Essentially, users can mix-and-match components and packages as desired from multiple Linux distributions and have them work seamlessly side-by-side.
hardenedbsd	HardenedBSD	2024-04-01 14:37 UTC	BSD	freebsd	USA	x86_64	No Desktop	Security 	Active	184 (39 hits per day)	Founded in 2014 by Oliver Pinter and Shawn Webb, HardenedBSD is a security-enhanced fork of FreeBSD. The HardenedBSD Project is implementing many exploit mitigation and security technologies on top of FreeBSD. The project started with Address Space Layout Randomization (ASLR) as an initial focal point and is now implementing further exploit mitigation techniques.
netrunner	Netrunner	2024-02-02 02:44 UTC	Linux	debian	Germany	aarch64;armhf;x86_64	KDE Plasma	Beginners;Desktop;Live Medium 	Active	185 (39 hits per day)	"Netrunner is a Debian-based distribution featuring a highly customised KDE desktop with extra applications, multimedia codecs, Flash and Java plugins, and a unique look and feel. The modifications are designed to enhance the user-friendliness of the desktop environment while still preserving the freedom to tweak. A separate ""Rolling"" edition, based on Manjaro Linux, was launched in 2014, was discontinued, re-launched in 2017, and discontinued again in 2019."
obarun	Obarun	2024-02-02 02:44 UTC	Linux	arch	Switzerland	x86_64	JWM;KDE Plasma;Openbox;Xfce	Desktop;Live Medium 	Active	186 (39 hits per day)	Obarun is an Arch Linux based distribution featuring the S6 init software in place of systemd. Obarun provides a live disc featuring the JWM graphical interface. Utilities, such as pacopts, are included for working with Arch's repositories, including the Arch User Repository (AUR).
primtux	PrimTux	2024-04-30 00:17 UTC	Linux	ubuntu;debian	France	armhf;i686;x86_64	Fluxbox	Desktop;Education;Raspberry Pi 	Active	187 (39 hits per day)	PrimTux is a Debian- and Ubuntu-based distribution developed by a small team of school teachers and computer enthusiasts in educational environments. It is not intended to replace or become the main operating system of a modern computer, but an upgrade for obsolete equipment and benefiting the school or educational environment in the spirit of education.
wifislax	Wifislax	2024-02-02 02:44 UTC	Linux	slackware	Spain	x86_64	KDE	Security;Live Medium 	Active	188 (39 hits per day)	Wifislax is a Slackware-based live CD containing a variety of security and forensics tools. The distribution's main claim to fame is the integration of various unofficial network drivers into the Linux kernel, thus providing out-of-the-box support for a large number of wired and wireless network cards.
zenwalk	Zenwalk GNU Linux	2024-02-02 02:44 UTC	Linux	slackware	France	x86_64	Xfce	Desktop 	Active	189 (39 hits per day)	Zenwalk Linux (formerly Minislack) is a Slackware-based GNU/Linux operating system with a goal of being slim and fast by using only one application per task and with a focus on graphical desktop and multimedia usage. Zenwalk features the latest Linux technology along with a complete programming environment and libraries to provide an ideal platform for application programmers. Zenwalk's modular approach also provides a simple way to convert Zenwalk Linux into a finely-tuned modern server (e.g. LAMP, messaging, file sharing).
crux	CRUX	2024-02-02 02:44 UTC	Linux	independent	Sweden	x86_64	Openbox	Desktop;Raspberry Pi;Server;Source-based 	Active	190 (38 hits per day)	"CRUX is a lightweight, Linux distribution for computers running on 64-bit x86 processors. The distribution is targeted at experienced Linux users. The primary focus of this distribution is ""keep it simple"", which is reflected in a simple tar.gz-based package system, BSD-style initscripts, and a relatively small collection of trimmed packages. The secondary focus is utilization of new Linux features and recent tools and libraries."
fuguita	FuguIta	2024-02-02 02:44 UTC	BSD	openbsd	Japan	aarch64;i386;x86_64	Fvwm	Live Medium 	Active	191 (38 hits per day)	FuguIta is an OpenBSD live CD featuring portable workplace, low hardware requirements, additional software, and partial support for Japanese. This live CD is intended to be as close as possible to the default OpenBSD when installed on a hard disk.
ipfire	IPFire	2024-02-02 02:44 UTC	Linux	independent	Germany	aarch64;x86_64	No Desktop;WebUI	Firewall 	Active	192 (38 hits per day)	IPFire is a Linux distribution that focuses on easy setup, good handling and high level of security. It is operated via an intuitive web-based interface which offers many configuration options for beginning and experienced system administrators. IPFire is maintained by developers who are concerned about security and who update the product regularly to keep it secure. IPFire ships with a custom package manager called Pakfire and the system can be expanded with various add-ons.
openindiana	OpenIndiana	2024-02-02 02:44 UTC	Solaris	opensolaris	United Kingdom	x86_64	MATE	Desktop;Live Medium;UNIX 	Active	193 (38 hits per day)	OpenIndiana is a continuation of the OpenSolaris operating system. It was conceived during the period of uncertainty following the Oracle takeover of Sun Microsystems, after several months passed with no binary updates made available to the public. The formation proved timely, as Oracle discontinued OpenSolaris soon after in favour of Solaris 11 Express, a binary distribution with a more closed development model to début later this year. OpenIndiana is part of the illumos Foundation, and provides a true open-source community alternative to Solaris 11 and Solaris 11 Express, with an open development model and full community participation.
ubuntu	Ubuntu	2024-04-30 21:20 UTC	Linux	debian	Isle of Man	armhf;ppc64el;riscv;s390x;x86_64	GNOME;Unity	Beginners;Desktop;Server;Live Medium 	Active	6 (1,156 hits per day)	"Ubuntu is a complete desktop Linux operating system, freely available with both community and professional support. The Ubuntu community is built on the ideas enshrined in the Ubuntu Manifesto: that software should be available free of charge, that software tools should be usable by people in their local language and despite any disabilities, and that people should have the freedom to customise and alter their software in whatever way they see fit. ""Ubuntu"" is an ancient African word, meaning ""humanity to others"". The Ubuntu distribution brings the spirit of Ubuntu to the software world."
robolinux	Robolinux	2024-02-02 02:44 UTC	Linux	ubuntu;debian	USA	x86_64	Cinnamon;MATE;Xfce	Beginners;Desktop;Live Medium 	Active	195 (37 hits per day)	Robolinux is a user-friendly and intuitive operating system based on the latest long term support release of Ubuntu. One of the project's more interesting features is the availability of a pre-configured virtual machine support pack with Windows XP or Windows 7 - a VirtualBox setup which allows the user to install and run the Windows operating system seamlessly alongside Robolinux. This is an optional add-on that must be downloaded from the project's online store.
star	Star	2024-02-02 02:44 UTC	Linux	debian;devuan	USA	x86_64	Fluxbox;i3;JWM;Openbox	Desktop 	Active	196 (37 hits per day)	Star is a desktop-oriented Linux distribution based on Devuan GNU+Linux. Star is available in a range of editions, each featuring a lightweight desktop environment. Star is small enough to fit on a CD and uses SysV init software.
caine	CAINE	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Italy	x86_64	MATE	Forensics;Live Medium 	Active	197 (36 hits per day)	CAINE (Computer Aided INvestigative Environment) is an Ubuntu-based GNU/Linux live distribution created as a project of digital forensics. It offers a complete forensic environment that is organised to integrate existing software tools as software modules and to provide a friendly graphical interface. The main design objectives that CAINE aims to guarantee are: an interoperable environment that supports the digital investigator during the four phases of the digital investigation, a user-friendly graphical interface, and a semi-automated compilation of the final report.
miracle	MIRACLE LINUX	2024-02-02 02:44 UTC	Linux	redhat	Japan	x86_64	GNOME	Server 	Active	198 (36 hits per day)	MIRACLE LINUX is a Japanese Linux distribution based on Red Hat Enterprise Linux. The distribution is free to use, with a 10-year support, but users can opt for a paid support provided by a company called Cybertrust, Inc. MIRACLE LINUX started as a high performance back-end server for business workgroups in the enterprise, with several specialist editions, such as MIRACLE LINUX for PostgreSQL, MIRACLE LINUX with Oracle and MIRACLE LINUX Server OS. It was also part of the Asianux consortium, now discontinued, together with some high-profile Linux distribution projects developed in China and Korea.
partedmagic	Parted Magic	2024-02-02 02:44 UTC	Linux	slackware	USA	x86_64	Xfce	Data Rescue;Disk Management;From RAM;Live Medium 	Active	199 (36 hits per day)	Parted Magic is a small live CD/USB/PXE with its elemental purpose being to partition hard drives. Although GParted and Parted are the main programs, the CD/USB also offers other applications, such as Partition Image, TestDisk, fdisk, sfdisk, dd, ddrescue, etc. In August 2013 the distribution became a commercial product and is no longer available as a free download.
runtu	Runtu	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Russia	x86_64	KDE Plasma;LXDE	Desktop;Live Medium;Netbooks 	Active	200 (36 hits per day)	"Runtu is a Russian desktop Linux distribution based on Ubuntu's LTS (long-term support) releases. It features full support for Russian and a variety of extra applications, tools and media codecs. There are two separate editions that are produced with a varying degree of frequency; the ""Xfce"" edition tend to get more attention while the ""Lite"" edition, featuring the LXDE desktop, is also released and updated from time to time."
zentyal	Zentyal Server	2024-02-27 12:02 UTC	Linux	debian;ubuntu	Spain	x86_64	LXDE;WebUI	Security;Server 	Active	201 (36 hits per day)	Zentyal Server (formerly eBox Platform) is a unified network server that offers easy and efficient computer network administration for small and medium-size businesses. It can act as a gateway, an infrastructure manager, a unified threat manager, an office server, a unified communication server or a combination of them. These functionalities are tightly integrated, automating most tasks, avoiding mistakes and saving time for system administrators. Zentyal Server is available in free (Development) and commercial editions. Zentyal is released under the GNU General Public License (GPL) and runs on top of Ubuntu.
daphile	Daphile	2024-02-02 02:44 UTC	Linux	gentoo	Finland	i686;x86_64	No Desktop;WebUI	Live Medium;Multimedia 	Active	202 (35 hits per day)	Daphile is a minimal operating system for running a digital audio player on a headless computer. The operating system and media manager can be controlled remotely using a web-based interface.
dragora	Dragora GNU/Linux-Libre	2024-02-02 02:44 UTC	Linux	independent	Argentina	x86_64	Trinity	Free Software 	Active	203 (35 hits per day)	Dragora GNU/Linux-Libre is a distribution created from scratch with the intention of providing a stable, multi-platform and multi-purpose operating system. It is built upon 100% free software. It has a very simple packaging system that allows installing, removing, upgrading and creating packages. Dragora can be an ideal distribution for those who wish to learn how a distribution works on the inside.
photonos	Photon OS	2024-02-02 02:44 UTC	Linux	independent	USA	aarch64;x86_64	No Desktop	Docker 	Active	204 (35 hits per day)	Photon OS is a minimal Linux container host, optimized to run on VMware platforms (though it is capable of running in other environments). Photon OS includes a small number of packages and offers users a command line interface. The default installation will often require less than 100MB of memory to run. The operating system comes with Docker pre-installed.
ufficiozero	Ufficio Zero	2024-02-02 02:44 UTC	Linux	debian;devuan;mint;pclinuxos	Italy	i386;x86_64	MATE;Openbox;Xfce	Data Rescue;Desktop;Live Medium 	Active	205 (35 hits per day)	Ufficio Zero is a Linux distribution based on Xubuntu LTS (long-term support) release. It features a customised Xfce environment together with many powerful productivity suites, such as LibreOffice, LibreCAD, several cloud clients, Firefox and Thunderbird. It is available for both 32-bit and 64-bit computer systems. Ufficio Zero's Team has created a live bare metal restore Solution too for 64-bit machines only. This Duplica edition contains many tools to cloning and restoring hard disk images as well as checking for malware.
untangle	Untangle NG Firewall	2024-02-02 02:44 UTC	Linux	debian	USA	i386;x86_64	Xfce	Firewall;Server 	Active	206 (35 hits per day)	Untangle NG Firewall is a Debian-based network gateway with pluggable modules for network applications like spam blocking, web filtering, anti-virus, anti-spyware, intrusion prevention, VPN, SSL VPN, firewall, and more.
venom	Venom Linux	2024-02-02 02:44 UTC	Linux	independent	Malaysia	x86_64	Openbox	Desktop;Live Medium 	Active	207 (35 hits per day)	Venom Linux is an independently-developed, rolling-release distribution inspired by CRUX. It targets experienced Linux users. Venom uses SysV init as the main init system and BSD-like ports as software packages which are managed by a custom package management tool called scratchpkg (written in compliance with POSIX standards). The distribution offers a simple graphical desktop built around the Openbox window manager and a text-mode system installer.
zephix	Zephix	2024-02-02 02:44 UTC	Linux	debian	Malta	x86_64	Cinnamon;GNOME;KDE Plasma;LXDE;LXQt;MATE;Xfce	Desktop;Live Medium 	Active	208 (35 hits per day)	Zephix is a live Linux operating system based on Debian's stable branch. It runs totally from removable media without touching any files stored on the user's system disk. The aim of Zephix is to provide a free modular operating system that users can carry with them and use wherever there is a laptop or a desktop system available. The default ISO image comes without any graphical interface, but several desktop modules are available separately, together with other various popular application modules. Users can also create their own modules using built-in scripts.
easynas	EasyNAS	2024-02-02 02:44 UTC	Linux	opensuse	Israel	i686;x86_64	No Desktop;WebUI	NAS 	Active	209 (34 hits per day)	EasyNAS is a storage management system for home or small office. It uses openSUSE Leap as a base with the Btrfs advanced file system. EasyNAS is managed through a web-based interface and offers such features as on-line growing of file systems, snapshots and copy-on-write. 
kumander	Kumander Linux	2024-02-02 02:44 UTC	Linux	debian	Philippines	x86_64	Xfce	Desktop;Live Medium 	Active	210 (34 hits per day)	Kumander Linux is a Debian-based distribution featuring the Xfce desktop. The distribution's key feature is a Windows 7-like theme and desktop behaviour designed to make the migration from Windows to Linux easier.
crowz	CROWZ	2024-02-02 02:44 UTC	Linux	devuan;debian	USA	x86_64	Fluxbox;JWM;Openbox	Desktop;Live Medium 	Active	212 (33 hits per day)	CROWZ is a lightweight, Devuan-based Linux distribution. The project offers three graphical window managers: Openbox, Fluxbox, and JWM. CROWZ can be run from live media or installed to a hard drive using the Calamares system installer.
linspire	Linspire	2024-02-02 02:44 UTC	Linux	debian;ubuntu	USA	x86_64	GNOME	Desktop;Live Medium 	Active	213 (33 hits per day)	Linspire is a full-featured operating system (based on Debian GNU/Linux and Ubuntu) like Microsoft Windows XP or Apple Mac OS X. Linspire offers the power, stability and cost-savings of Linux with the ease of a Windows environment. In addition, Linspire features exclusive Click-N-Run (CNR) technology that makes installing software on Linspire fast and easy. Note: Linspire was acquired by Xandros Inc. in July 2008 and discontinued as a Linux distribution shortly afterwards. Linspire was later purchased by PC/OpenSystems in 2017 and sold as an Ubuntu-based commercial distribution.
liya	Liya	2024-02-02 02:44 UTC	Linux	arch	Global	x86_64	Cinnamon	Desktop;Live Medium 	Active	214 (33 hits per day)	Liya is an Arch Linux-based, rolling release distribution. The project uses the Calamares system installer to set up the distribution which offers users the Cinnamon desktop environment, Pamac graphical package manager, and OnlyOffice. The system is intended to be easy to use, easy to explore, and distraction-free.
pearl	Pearl Linux OS	2024-02-02 02:44 UTC	Linux	ubuntu	USA	x86_64	MATE;Xfce	Desktop 	Active	215 (33 hits per day)	Pearl Linux OS is a distribution based on Ubuntu. Pearl uses components of the LXDE and Xfce desktop environments to create a desktop experience which looks similar to Apple's OS X desktop environment. The project calls this hybrid desktop PearlDE. Pearl Linux OS is available in several editions, including GNOME, MATE and PearlDE.
